Company_ID,Date,Industry_Sector,Total_Assets,Total_Liabilities,Current_Assets,Current_Liabilities,Net_Income,Revenue,Operating_Income,Cash_Flow,Debt_Equity_Ratio,Return_on_Assets,Working_Capital_Ratio,Stock_Price_Close,Volatility_Index,GDP_Growth_Rate,Interest_Rate,Inflation_Rate,Financial_Risk_Label
C4306,2023-09-30,Retail,436830348.21,146043347.79,92950541.08,21912462.96,69973627.92,106139914.63,19105184.6334,69910552.31,0.5,0.1602,4.24,478.14,31.86,1.21,4.74,2.72,0
C3240,2015-06-30,Healthcare,508722880.41,320473929.26,168843647.33,78728912.8,32323800.6,610695.43,158780.81180000002,32277197.68,1.7,0.0635,2.14,217.15,46.73,-3.93,2.99,4.05,0
C5415,2021-09-30,Healthcare,379847238.57,46586770.58,122479471.09,81362279.54,47545100.54,28698358.49,7461573.2074,47452382.84,0.14,0.1252,1.51,970.03,55.08,9.91,6.19,5.23,0
C1347,2023-12-31,Manufacturing,873548529.99,471946252.68,360989980.3,150865305.44,139342057.38,160327551.48,36875336.8404,139329163.49,1.18,0.1595,2.39,408.17,49.83,-3.12,9.32,4.56,0
C3968,2018-09-30,Retail,955668816.03,513787906.13,225227783.93,4075351.36,99815916.01,198680123.08,49670030.77,99827762.5,1.16,0.1044,55.27,973.88,15.6,8.72,4.11,4.55,0
C1090,2017-09-30,Finance,711904010.7,516599865.42,45541712.9,3873381.88,16933445.45,309716738.85,58846180.381500006,16868658.509999998,2.65,0.0238,11.76,146.0,32.27,7.24,8.15,6.96,1
C5597,2016-09-30,Finance,233347646.83,167724677.55,23818362.98,4244722.02,12233938.81,49257108.93,4925710.893,12257208.93,2.56,0.0524,5.61,470.87,36.94,4.97,4.89,1.66,1
C5333,2019-03-31,Technology,861782804.23,451764055.08,280496883.17,169030013.98,38724485.27,265314132.1,53062826.42,38738251.470000006,1.1,0.0449,1.66,806.2,12.27,1.86,1.01,6.57,0
C5297,2021-03-31,Manufacturing,212200703.55,163207077.02,5367534.02,3137581.25,6761483.5,68515988.39,18499316.8653,6721123.93,3.33,0.0319,1.71,405.45,12.33,3.64,6.23,5.33,1
C3979,2017-06-30,Energy,907591633.69,703814726.51,15106468.46,13816113.3,154358566.85,234303202.86,39831544.486200005,154335965.35999998,3.45,0.1701,1.09,655.15,19.12,-3.89,9.81,6.75,1
C4755,2016-09-30,Manufacturing,295965034.69,88591695.3,70586642.99,52833108.81,22998408.03,12494489.26,624724.463,23072956.040000003,0.43,0.0777,1.34,641.73,18.5,8.53,7.36,6.36,0
C1544,2020-06-30,Healthcare,19422485.5,11488336.84,4871366.76,1464801.36,1254408.17,2911940.17,640626.8374,1277295.01,1.45,0.0646,3.33,391.15,25.71,8.17,6.98,6.01,0
C1715,2018-12-31,Manufacturing,755048553.06,4591529.14,90689419.23,24317578.69,81503967.91,59881628.76,4191714.0132,81439239.46,0.01,0.1079,3.73,330.72,12.46,-2.07,2.09,6.41,0
C1165,2019-12-31,Technology,222688055.42,162396222.99,39871885.67,207886.88,8098281.2,107956880.42,14034394.4546,8121024.11,2.69,0.0364,191.8,728.02,42.33,0.66,4.59,6.87,1
C2335,2020-09-30,Energy,65991142.14,50924211.04,16124738.44,6600235.02,12162881.2,17562212.12,2107465.4544,12221275.28,3.38,0.1843,2.44,275.42,32.14,7.05,9.35,5.24,1
C4752,2020-09-30,Technology,472145042.14,291855106.07,121995970.15,104536904.01,59393145.39,75765285.08,12880098.4636,59451260.65,1.62,0.1258,1.17,271.87,49.35,5.63,0.58,7.07,0
C4911,2016-06-30,Finance,391674384.28,297065810.67,175468614.68,131033306.85,62045274.11,102215191.22,28620253.541600004,61970738.5,3.14,0.1584,1.34,544.31,51.08,3.55,8.24,2.17,1
C3040,2016-12-31,Retail,886980217.77,690629301.68,209272358.98,132529948.81,162060656.64,255183062.9,15310983.774,162100053.83999997,3.52,0.1827,1.58,936.06,49.06,6.87,1.25,6.16,1
C2825,2024-03-31,Manufacturing,327769415.86,18329491.7,42287251.07,29970725.74,10896419.08,22740049.78,5912412.9428,10843729.58,0.06,0.0332,1.41,254.85,33.15,2.08,2.27,4.89,0
C1340,2024-03-31,Finance,734702970.47,259327558.68,256685035.41,197500697.84,81999274.87,162834050.34,13026724.0272,81899548.80000001,0.55,0.1116,1.3,937.57,23.37,4.94,9.46,6.73,0
C5405,2016-03-31,Finance,707761463.13,247666682.57,183909666.8,73770853.68,138482826.09,302861005.3,18171660.318,138554343.32,0.54,0.1957,2.49,367.6,26.64,-3.57,9.11,7.14,0
C3802,2024-06-30,Technology,82786869.29,37073329.23,35069011.36,25276697.32,7525011.05,9576249.29,1915249.858,7618272.04,0.81,0.0909,1.39,99.89,11.58,1.29,6.12,3.51,0
C3517,2016-12-31,Finance,95258179.36,41937913.69,30202400.28,22443612.39,8975418.11,12886420.16,1546370.4192,9005583.799999999,0.79,0.0942,1.35,429.26,17.92,-4.94,2.97,6.29,0
C4731,2024-09-30,Technology,344272729.74,267524129.35,81396137.12,3154728.98,46127682.83,34817200.64,2089032.0384,46186198.57,3.49,0.134,25.8,448.99,58.86,5.72,3.24,7.87,1
C1782,2019-06-30,Retail,75806539.71,38451315.92,21573815.64,10020063.04,310767.57,3623593.37,688482.7403000001,218083.64,1.03,0.0041,2.15,726.16,59.69,3.96,7.37,4.07,0
C2219,2022-03-31,Manufacturing,212855148.11,25069545.25,74669499.42,2262881.18,35854153.54,32447091.73,4542592.842200001,35914519.81,0.13,0.1684,33.0,815.11,30.0,3.31,6.95,5.82,0
C4034,2015-06-30,Technology,523556382.26,394847651.3,123654541.06,106045017.75,88928403.53,232324097.39,41818337.5302,88885638.33,3.07,0.1699,1.17,787.32,26.13,8.44,1.5,5.75,1
C1860,2021-03-31,Energy,202614377.55,153677615.2,96929590.92,54709034.85,6808379.41,59130706.53,16556597.828400005,6783931.57,3.14,0.0336,1.77,142.05,44.68,4.84,0.51,6.98,1
C3345,2022-06-30,Energy,610945963.27,96682487.98,267603022.08,214644456.56,33810617.95,135403201.63,33850800.4075,33877290.32,0.19,0.0553,1.25,797.29,23.4,6.48,6.51,4.68,0
C4434,2021-06-30,Healthcare,477053628.93,163415460.2,178042101.14,74207632.53,-542008.79,212268902.51,23349579.2761,-520320.93000000005,0.52,-0.0011,2.4,556.97,35.66,-1.3,7.53,2.72,1
C5000,2023-06-30,Energy,541657634.32,221852454.14,17625728.28,4200658.46,13673814.01,128789043.13,15454685.1756,13677460.39,0.69,0.0252,4.2,565.86,10.38,8.05,1.9,6.9,0
C3352,2016-03-31,Retail,766042572.67,160630515.0,33855106.66,10536120.6,147970539.72,166493648.99,31633793.308100004,148023000.21,0.27,0.1932,3.21,560.74,42.84,8.21,4.04,1.78,0
C5201,2015-12-31,Healthcare,695209782.73,501561942.98,203574692.95,165445510.15,118552700.04,279199752.6,39087965.36400001,118613808.56,2.59,0.1705,1.23,526.32,27.13,-1.94,7.08,3.13,1
C5447,2020-12-31,Retail,100846243.88,55031164.58,48184201.06,9501680.39,3098826.55,12748458.86,764907.5316,3160041.18,1.2,0.0307,5.07,384.11,48.73,4.39,1.57,4.82,0
C1854,2015-09-30,Healthcare,256372190.87,49976856.85,45773793.72,5148790.32,34001565.22,120662105.89,25339042.2369,34008239.95,0.24,0.1326,8.89,505.83,39.63,5.66,8.05,5.89,0
C4266,2024-06-30,Technology,932098294.45,672556443.59,380507746.69,56796381.49,143746275.25,432276827.55,121037511.71400002,143827286.59,2.59,0.1542,6.7,675.57,22.51,3.78,3.2,6.61,1
C5018,2016-03-31,Manufacturing,458929404.35,312341031.67,85443981.12,83701241.63,72013942.48,189021903.75,37804380.75,71970110.95,2.13,0.1569,1.02,405.47,40.9,8.28,7.4,3.52,0
C1592,2017-06-30,Technology,832250720.07,380253080.34,320953735.03,272346995.69,136496602.03,167386819.99,23434154.798600003,136570415.54,0.84,0.164,1.18,147.38,23.97,-3.18,0.9,5.31,0
C2816,2020-03-31,Retail,64262928.43,7729463.57,25982170.46,23000331.14,-932416.87,30376931.63,4860309.0608,-939891.53,0.14,-0.0145,1.13,879.35,24.48,3.75,3.67,1.79,1
C3472,2015-09-30,Finance,7923164.85,226337.64,1152095.91,876722.73,-499146.15,1670627.12,300712.8816,-524559.13,0.03,-0.063,1.31,467.31,49.94,-1.56,3.6,4.69,1
C1922,2020-09-30,Finance,948363741.58,63012649.65,391160012.31,138897810.79,37003694.49,129315233.96,36208265.5088,37068674.21,0.07,0.039,2.82,20.68,17.37,5.13,3.52,7.43,0
C1869,2021-03-31,Finance,337703404.97,169869438.53,102037678.74,54005364.48,23971149.36,72266606.99,18066651.7475,23992998.71,1.01,0.071,1.89,717.73,23.84,8.67,0.83,5.17,0
C3232,2017-06-30,Retail,125141859.97,11393601.25,31691685.37,12207833.16,5050259.51,24537286.06,3680592.909,5060974.14,0.1,0.0404,2.6,62.63,55.4,0.58,6.35,3.14,0
C1473,2017-06-30,Manufacturing,276678887.51,178140342.14,45517912.8,29362815.44,21020204.59,10076260.27,1108388.6297,21113224.26,1.81,0.076,1.55,194.58,15.25,-0.63,8.84,3.14,0
C1584,2017-06-30,Technology,872905394.66,288180330.47,83293893.18,12349822.32,72904552.31,7643835.92,611506.8736,72805291.93,0.49,0.0835,6.74,29.26,59.87,1.73,7.42,6.16,0
C5353,2023-06-30,Retail,718464717.44,571068277.96,312543790.99,16548170.42,134193900.63,72251993.27,4335119.5962,134096234.95,3.87,0.1868,18.89,425.74,25.04,-2.32,1.32,3.5,1
C4332,2020-12-31,Energy,452285049.81,333729539.59,28571263.28,13461515.61,51389536.82,3185938.65,159296.9325,51413180.58,2.81,0.1136,2.12,656.2,59.09,-0.34,3.76,5.16,1
C5589,2015-12-31,Healthcare,338663778.28,83268245.86,25857102.79,17527963.55,19804974.89,85646870.37,4282343.5185,19825830.43,0.33,0.0585,1.48,678.84,13.12,2.99,7.29,1.99,0
C3551,2020-09-30,Finance,51793691.01,3703073.04,17943326.29,316835.55,3471440.02,24693241.74,1728526.9218,3557853.7,0.08,0.067,56.63,121.96,16.39,4.07,2.82,1.02,0
C5785,2020-09-30,Finance,973578924.26,760406048.91,242155479.23,34494986.62,172702773.48,13106798.01,2097087.6816,172702423.19,3.57,0.1774,7.02,151.25,28.58,5.08,7.14,6.45,1
C5622,2024-03-31,Energy,517874605.65,410762317.54,65898100.47,1318172.24,74656963.06,63463292.03,18404354.6887,74717685.79,3.83,0.1442,49.99,627.98,45.22,7.0,7.0,3.2,1
C4129,2015-12-31,Retail,132249794.04,24842117.58,9332247.32,3298615.49,19514273.37,1546679.74,417603.5298,19558803.69,0.23,0.1476,2.83,371.77,36.27,-3.37,7.9,6.47,0
C5430,2023-03-31,Healthcare,278308393.69,165460868.57,66660605.1,6669435.12,36931155.28,15795499.42,947729.9652,36980058.22,1.47,0.1327,9.99,473.89,11.27,2.69,9.0,1.66,0
C5817,2019-12-31,Finance,74345029.99,31081359.98,32575864.2,8028302.33,-204848.41,9443054.02,1133166.4824,-131678.65000000002,0.72,-0.0028,4.06,658.99,17.42,-0.66,6.48,1.37,1
C1174,2022-12-31,Healthcare,161622699.26,86247700.1,19440729.03,18842732.85,27765332.84,60192842.12,8426997.8968,27676688.83,1.14,0.1718,1.03,339.72,28.84,-3.09,1.65,5.68,0
C5054,2016-03-31,Energy,36672313.85,24416516.48,9560181.99,9235867.86,1022838.03,9449051.36,472452.568,1043009.14,1.99,0.0279,1.04,72.18,13.27,5.93,2.26,7.84,0
C5452,2024-09-30,Technology,503266039.9,176857723.34,61454159.64,5717471.48,62677040.52,38955584.3,5843337.645,62724222.650000006,0.54,0.1245,10.75,608.5,53.65,5.21,9.43,2.51,0
C4250,2021-06-30,Manufacturing,710623001.39,312707605.87,350393349.64,244598660.08,114480538.76,150190442.18,43555228.2322,114470226.92,0.79,0.1611,1.43,349.4,56.97,0.66,3.97,4.89,0
C1767,2024-09-30,Healthcare,721261435.34,524670871.92,157821512.57,20319821.29,133224059.69,216932558.42,43386511.684,133240912.78,2.67,0.1847,7.77,475.03,22.75,4.2,7.33,7.42,1
C5304,2024-12-31,Retail,861077101.85,636282465.09,198324069.59,111558950.47,87044334.07,231912796.46,25510407.6106,87059756.1,2.83,0.1011,1.78,263.99,39.22,7.36,0.53,7.04,1
C4235,2020-03-31,Manufacturing,23691326.88,18741599.38,2840072.91,2645016.91,1296610.94,2040414.64,306062.196,1261412.22,3.79,0.0547,1.07,952.05,48.56,-1.89,5.63,5.69,1
C3357,2018-09-30,Manufacturing,521755249.65,159954987.8,157045679.93,175258.82,23875614.39,257987956.32,20639036.5056,23791400.43,0.44,0.0458,896.08,495.7,24.54,3.01,9.63,1.88,0
C5211,2018-12-31,Healthcare,163018408.07,92200358.93,66724103.82,36410498.25,5571655.71,65836889.93,9217164.5902,5606475.66,1.3,0.0342,1.83,251.31,37.7,0.05,2.72,6.1,0
C2095,2018-09-30,Manufacturing,463153918.03,350319212.51,66351766.3,43287851.63,44591972.06,169632880.42,28837589.6714,44524080.52,3.1,0.0963,1.53,873.06,43.79,2.89,8.4,7.83,1
C1209,2021-06-30,Manufacturing,937884801.64,704238538.02,160472642.71,73288341.18,148423772.73,395761447.26,59364217.089,148393578.04999998,3.01,0.1583,2.19,821.51,28.84,1.08,1.79,4.8,1
C5470,2018-06-30,Healthcare,175105836.57,11150470.61,19839286.59,9699104.54,9288151.06,86205711.59,17241142.318,9255598.93,0.07,0.053,2.05,738.56,21.01,8.65,5.13,4.58,0
C3514,2021-09-30,Retail,889810154.81,636242948.28,130806919.63,107909061.44,119318365.61,397624526.43,83501150.5503,119293396.03,2.51,0.1341,1.21,636.23,27.89,-4.96,8.26,6.95,1
C3943,2019-09-30,Manufacturing,949121496.85,111866090.31,105410636.89,5422563.78,43858208.55,303417019.9,30341701.99,43928629.42,0.13,0.0462,19.44,914.99,11.39,2.6,0.65,5.33,0
C2381,2024-12-31,Retail,810539022.09,105244156.87,269450708.23,127717353.62,135851617.5,296315823.76,26668424.1384,135884666.5,0.15,0.1676,2.11,221.01,18.46,-3.74,1.58,5.93,0
C1924,2018-06-30,Manufacturing,76230315.81,13151318.03,5401039.81,254368.05,-241997.5,19463542.85,4476614.8555000005,-145345.88,0.21,-0.0032,21.23,159.9,44.91,3.31,5.04,6.05,1
C3991,2024-09-30,Retail,999555497.07,473866520.1,422406667.36,121679551.23,84762405.31,120324853.55,28877964.852,84813854.60000001,0.9,0.0848,3.47,594.72,46.55,0.41,8.84,7.46,0
C5637,2022-06-30,Energy,949142839.45,448211811.06,447009616.28,294179398.83,36619175.8,353369481.64,42404337.7968,36580937.86,0.89,0.0386,1.52,809.76,22.94,-0.0,9.88,2.19,0
C3651,2015-09-30,Healthcare,260355037.24,195382154.32,115144296.99,75937881.25,46679443.29,41235733.03,10721290.5878,46716433.47,3.01,0.1793,1.52,735.32,14.29,0.23,0.96,2.05,1
C5251,2023-12-31,Technology,521699544.22,379824383.14,78335420.27,4399277.91,31995285.78,186846259.95,28026938.9925,31934107.78,2.68,0.0613,17.81,390.46,46.0,-3.6,7.11,1.95,1
C5851,2020-06-30,Healthcare,794470156.64,605210707.32,340767352.67,163177640.84,53057514.72,91859797.51,20209155.452200003,53041030.56,3.2,0.0668,2.09,146.58,12.46,3.73,8.8,3.32,1
C2432,2019-12-31,Energy,590991217.66,410512025.97,268258499.4,143410775.18,77440225.45,257953953.31,28374934.8641,77505268.32000001,2.27,0.131,1.87,265.55,39.05,9.02,5.36,1.65,0
C1007,2017-06-30,Energy,206466910.66,150504824.9,77388885.18,3096632.21,19753849.91,62490029.26,4374302.0482,19663816.12,2.69,0.0957,24.99,466.21,10.1,-4.3,2.07,7.37,1
C3431,2019-12-31,Technology,248790772.6,191661847.3,58819119.62,5877551.21,49655954.03,80894702.25,16178940.45,49739270.46,3.35,0.1996,10.01,544.16,28.02,-2.38,8.2,3.32,1
C4819,2022-06-30,Healthcare,119818710.23,14598149.18,23008747.9,19612788.74,23630706.93,32763713.54,2948734.2186,23711269.02,0.14,0.1972,1.17,166.44,28.39,6.11,1.07,4.39,0
C1631,2019-09-30,Healthcare,544465878.57,409924969.52,57263200.84,50680576.23,32996158.43,8404287.25,2101071.8125,33082161.93,3.05,0.0606,1.13,220.7,36.7,6.24,3.65,2.03,1
C3978,2023-09-30,Retail,60237650.52,1842061.6,24736637.41,10356720.72,7683669.44,12234192.45,1957470.792,7588172.87,0.03,0.1276,2.39,532.77,11.77,0.27,1.8,2.52,0
C4995,2017-09-30,Manufacturing,701799065.51,506934844.76,258620637.83,110020038.09,107584727.92,157678088.6,47303426.58,107557777.0,2.6,0.1533,2.35,77.93,45.51,-0.52,7.21,1.53,1
C3523,2020-06-30,Manufacturing,447990116.89,132763736.68,156525415.17,142198793.81,9356934.78,64471889.15,6447188.915,9444807.64,0.42,0.0209,1.1,596.49,17.14,0.97,5.0,5.36,0
C3364,2021-09-30,Healthcare,956059409.01,701866519.49,55517937.43,20330915.62,184802480.74,60218151.67,16258900.9509,184742819.97,2.76,0.1933,2.73,72.99,17.11,5.65,1.8,1.03,1
C5222,2017-12-31,Healthcare,697638710.16,168422948.18,9905888.02,7739468.87,40258735.37,200683180.1,42143467.821,40335742.12,0.32,0.0577,1.28,33.59,36.65,4.51,6.3,6.31,0
C4440,2023-12-31,Energy,720556443.53,343953640.05,338702686.36,274114573.87,82091232.78,130166582.51,33843311.4526,82088890.35,0.91,0.1139,1.24,875.74,40.03,5.61,0.94,7.93,0
C3260,2017-06-30,Finance,617736757.52,483624343.72,256776867.54,106458706.32,42612390.56,4264360.5,213218.025,42607278.38,3.61,0.069,2.41,73.94,17.82,9.71,7.31,4.17,1
C1610,2021-03-31,Healthcare,18948777.16,7913962.07,4498704.86,2399227.78,1071475.3,8598422.41,2321574.0507,996615.01,0.72,0.0565,1.88,535.23,57.98,3.98,8.12,3.61,0
C5970,2022-12-31,Retail,11537949.72,8729527.35,386839.39,116872.58,193487.6,4844011.45,339080.80150000006,279249.86,3.11,0.0168,3.31,226.8,12.47,3.46,8.38,7.81,1
C1063,2015-06-30,Finance,740351012.67,23878826.79,301445629.19,228560647.97,73448141.62,148006903.28,11840552.2624,73406081.94,0.03,0.0992,1.32,114.08,50.94,2.64,2.84,1.13,0
C3064,2018-06-30,Technology,565453809.78,407626448.98,19840409.92,10876286.57,46477050.67,279692837.62,27969283.762,46450953.7,2.58,0.0822,1.82,38.29,55.71,4.34,6.08,1.34,1
C1464,2024-09-30,Manufacturing,543491008.72,364880034.17,17249215.74,2040954.72,-440209.84,76779386.36,21498228.1808,-484952.2400000001,2.04,-0.0008,8.45,443.61,18.95,-3.26,2.23,2.47,1
C5781,2021-12-31,Energy,815916768.08,623976011.89,328730160.51,293742155.87,2197235.3,309214489.28,27829304.0352,2245951.41,3.25,0.0027,1.12,76.38,24.75,5.24,2.34,6.49,1
C3069,2018-06-30,Healthcare,200388855.26,155145868.78,63650213.81,14678982.7,17345466.77,36223960.71,2897916.8568,17302387.509999998,3.43,0.0866,4.34,555.95,14.41,-4.28,5.64,4.04,1
C2388,2022-12-31,Retail,827469565.88,248110673.35,64226952.44,29848792.97,159423350.1,364173982.57,47342617.7341,159371891.12,0.43,0.1927,2.15,485.87,42.76,8.9,6.33,6.85,0
C4175,2021-12-31,Manufacturing,508555606.71,383975808.76,128257478.93,29324907.42,15017950.57,231314651.55,69394395.465,15036416.14,3.08,0.0295,4.37,728.49,31.02,7.93,3.79,1.13,1
C3327,2023-03-31,Technology,924929893.06,626688279.64,287359747.29,68061831.98,43815609.49,446549359.69,53585923.1628,43800107.97,2.1,0.0474,4.22,754.06,51.17,1.17,4.26,3.5,0
C5121,2023-06-30,Retail,609008251.52,319732243.73,212632526.71,197292515.95,3463788.85,64150087.29,12188516.5851,3365794.76,1.11,0.0057,1.08,55.33,29.69,3.62,6.99,2.74,0
C4113,2016-06-30,Energy,131096143.07,40644778.72,11118446.7,5657298.63,18970034.89,49551816.59,6441736.156700001,19008053.9,0.45,0.1447,1.97,965.63,10.37,4.7,5.25,3.76,0
C1270,2024-03-31,Finance,944720398.76,574672295.58,338495097.15,258128500.84,124200631.73,10542893.22,1159718.2542,124291946.1,1.55,0.1315,1.31,292.16,48.58,1.37,9.12,4.9,0
C1885,2023-12-31,Technology,713127424.47,502114236.39,105779960.26,34394371.01,61986770.47,77555918.68,19388979.67,62003605.8,2.38,0.0869,3.08,61.76,59.84,3.62,8.95,4.51,0
C3597,2016-09-30,Manufacturing,857713522.14,241263156.87,86728374.25,64215425.62,56773209.27,408876966.41,102219241.6025,56719312.690000005,0.39,0.0662,1.35,986.6,28.18,3.37,1.2,1.29,0
C2291,2017-12-31,Healthcare,680753788.59,524563271.19,305675650.49,32680369.21,64026351.27,118329168.7,7099750.122,64019732.11000001,3.36,0.0941,9.35,152.61,11.82,1.68,2.71,7.55,1
C4833,2016-12-31,Energy,571452800.7,147316112.05,143438506.67,69402441.98,74428816.03,242770477.25,26704752.4975,74401132.03,0.35,0.1302,2.07,559.41,47.07,0.75,3.02,5.73,0
C1155,2018-12-31,Manufacturing,857649859.02,85526168.32,83704307.69,21136529.46,124572952.89,125516814.05,25103362.81,124587341.42,0.11,0.1452,3.96,405.25,36.97,-3.23,8.82,2.45,0
C2943,2015-06-30,Retail,520906392.58,89051196.76,151426271.39,39243694.24,16357259.1,131714804.88,18440072.6832,16262741.05,0.21,0.0314,3.86,949.93,11.98,8.54,2.3,1.99,0
C3783,2021-12-31,Finance,798121592.71,475104255.35,232629976.12,83167085.34,110602145.82,211105473.43,54887423.0918,110556819.87,1.47,0.1386,2.8,106.58,10.16,6.15,6.19,1.42,0
C5184,2015-12-31,Finance,908241866.72,421937348.49,99707077.45,64151301.48,41984773.29,52980756.54,10596151.308,41941063.52,0.87,0.0462,1.55,630.38,51.02,-2.81,1.06,1.59,0
C3546,2018-09-30,Finance,473898236.73,278152512.81,65395854.56,26654830.47,32075728.65,205880476.41,57646533.39480001,32122832.9,1.42,0.0677,2.45,822.48,27.69,-2.74,7.02,5.46,0
C2769,2015-06-30,Technology,624537086.09,182355572.24,274125901.44,65856472.21,34423457.49,241612263.26,14496735.7956,34520933.53,0.41,0.0551,4.16,630.87,50.37,3.76,7.97,4.04,0
C3043,2015-06-30,Healthcare,317968250.67,231054747.08,15093193.53,13296502.3,18624860.43,79293526.88,16651640.644799998,18654150.66,2.66,0.0586,1.14,980.08,11.74,5.56,8.53,5.12,1
C3979,2017-06-30,Energy,907591633.69,703814726.51,15106468.46,13816113.3,154358566.85,234303202.86,39831544.486200005,154335965.35999998,3.45,0.1701,1.09,655.15,19.12,-3.89,9.81,6.75,1
C4535,2015-09-30,Technology,452283906.79,279148718.89,114732746.14,67304455.61,84374575.52,147308836.2,35354120.68799999,84282474.19,1.61,0.1866,1.7,796.67,31.1,-4.7,8.57,7.7,0
C3497,2016-03-31,Manufacturing,713182926.45,561093355.67,80650311.3,72986966.97,79341853.82,66992104.49,8039052.5388,79379470.11999999,3.69,0.1113,1.1,922.36,15.95,4.59,4.08,3.25,1
C4841,2020-12-31,Technology,759193956.4,254516532.05,358994080.65,49339727.78,135157513.85,8274765.43,2316934.3204,135118627.54999998,0.5,0.178,7.28,114.23,59.46,6.17,5.54,3.76,0
C1356,2017-12-31,Energy,860981257.16,619466188.14,368845376.27,224612443.37,102286519.54,383545377.6,57531806.64,102198988.4,2.56,0.1188,1.64,473.04,37.69,3.24,2.01,6.48,1
C5927,2016-12-31,Manufacturing,447150922.67,341586345.67,38823062.88,17630056.04,26837895.78,13477084.03,1078166.7224,26913370.4,3.24,0.06,2.2,400.47,48.28,1.73,9.17,5.92,1
C2590,2019-03-31,Retail,10074344.92,3876373.39,3296710.94,2544402.25,-702862.16,4427618.33,398485.6497,-671204.76,0.63,-0.0698,1.3,554.87,54.0,-4.42,2.32,1.85,1
C2213,2019-03-31,Manufacturing,141835603.39,86786635.57,69979497.08,66225975.4,11037338.82,59541015.21,13099023.3462,11111031.46,1.58,0.0778,1.06,165.36,48.25,3.8,5.63,6.1,0
C4953,2021-03-31,Technology,1972824.62,1385135.1,775334.96,593711.94,-756714.77,146267.53,10238.7271,-749461.16,2.35,-0.3836,1.31,637.94,59.91,2.84,3.66,5.76,1
C2851,2020-03-31,Technology,35562158.73,25756128.85,13867636.51,10073158.01,940567.27,17561091.04,4917105.4912,938552.05,2.63,0.0264,1.38,39.51,35.57,-2.69,6.13,7.91,1
C4344,2018-03-31,Technology,38070110.65,6029273.36,15631236.75,7521375.05,-397768.34,6895559.93,1585978.7839,-348955.69,0.19,-0.0104,2.08,589.81,47.58,1.36,5.03,4.01,1
C3364,2021-09-30,Healthcare,956059409.01,701866519.49,55517937.43,20330915.62,184802480.74,60218151.67,16258900.9509,184742819.97,2.76,0.1933,2.73,72.99,17.11,5.65,1.8,1.03,1
C1181,2023-09-30,Finance,801835817.34,599458923.64,319263642.59,290234216.42,79581678.28,15685641.61,941138.4966,79535375.79,2.96,0.0992,1.1,615.92,26.76,-2.51,8.58,7.89,1
C3776,2022-09-30,Energy,377452602.2,270720945.94,48059299.02,43408286.2,4795097.81,30071017.98,6615623.9556,4893933.44,2.54,0.0127,1.11,934.14,35.42,2.92,5.95,6.55,1
C4953,2021-03-31,Technology,1972824.62,1385135.1,775334.96,593711.94,-756714.77,146267.53,10238.7271,-749461.16,2.35,-0.3836,1.31,637.94,59.91,2.84,3.66,5.76,1
C5307,2018-03-31,Retail,810488075.88,587450293.3,202357903.04,57484358.5,104781950.19,276502654.51,63595610.5373,104759446.7,2.63,0.1293,3.52,518.05,15.58,4.0,4.91,2.33,1
C4367,2018-09-30,Finance,897916143.38,709468807.64,63678141.6,17618758.78,147347441.13,177371039.56,10642262.3736,147429793.16,3.76,0.1641,3.61,527.7,11.55,1.52,8.43,3.76,1
C2950,2024-06-30,Energy,814260884.34,488520560.45,150219832.29,63048360.29,145350828.44,298322463.95,65630942.069,145393169.17,1.5,0.1785,2.38,106.79,38.18,-0.63,1.31,6.12,0
C1730,2024-06-30,Manufacturing,468631231.0,323250526.07,223016217.65,74810743.31,59692153.16,156185971.19,9371158.2714,59679798.99,2.22,0.1274,2.98,856.05,57.31,8.49,9.74,5.57,0
C5183,2021-09-30,Healthcare,280301228.11,67121453.94,84037889.96,69897506.44,1929663.7,73307683.51,13195383.0318,2021858.8,0.31,0.0069,1.2,818.82,29.56,4.15,6.73,5.69,0
C2338,2020-12-31,Healthcare,896656178.03,505564765.13,203558849.2,175697181.05,130052396.41,362661106.04,105171720.7516,129993026.77,1.29,0.145,1.16,206.48,37.83,2.99,8.76,2.09,0
C1564,2016-12-31,Manufacturing,276968116.12,135824335.93,80169378.61,44273896.73,4455255.14,25501452.07,2040116.1656,4367911.33,0.96,0.0161,1.81,250.6,19.73,5.87,7.11,2.41,0
C4605,2018-06-30,Energy,280388703.38,178100393.57,122309589.66,88605776.71,24563474.19,29857139.0,8957141.7,24531092.78,1.74,0.0876,1.38,435.51,36.11,3.47,0.69,7.28,0
C2461,2020-06-30,Manufacturing,789053609.42,580146412.05,25969668.46,13772604.87,100592835.49,6993040.11,699304.011,100505347.81,2.78,0.1275,1.89,293.92,20.27,2.3,6.73,6.9,1
C5868,2019-03-31,Manufacturing,880257636.25,415732334.12,192914477.14,93516494.04,33889636.83,167385900.23,41846475.0575,33890075.82,0.89,0.0385,2.06,187.53,53.12,4.75,6.19,7.79,0
C2312,2016-06-30,Healthcare,89720163.93,30666770.66,6119974.02,293748.02,7519782.73,25510024.87,4081603.9792,7455012.27,0.52,0.0838,20.83,82.04,16.32,5.91,0.65,7.04,0
C4204,2021-12-31,Finance,96930992.91,65625266.98,41470528.21,26511049.95,-64718.29,36419288.17,9833207.805900002,18352.21,2.1,-0.0007,1.56,803.45,32.43,1.88,5.22,4.32,1
